ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Position,Speaker,original_data
hau_conversation_1980_01-72,HAU,Kuma gidaa maa hankàlinshì bàa à kwànce ba.,,,And the whole family is distressed.,,,,,A :,"{""Entry"": ""72"", ""Speaker"": ""A :"", ""Hausa"": ""Kuma gidaa maa hanka\u0300linshi\u0300 ba\u0300a a\u0300 kwa\u0300nce ba."", ""English"": ""And the whole family is distressed.""}"
hau_conversation_1980_01-73,HAU,"Tôo, gidaa kùwa bàa à kwànce a.",,,Yes and the family too.,,,,,T :,"{""Entry"": ""73"", ""Speaker"": ""T :"", ""Hausa"": ""To\u0302o, gidaa ku\u0300wa ba\u0300a a\u0300 kwa\u0300nce a."", ""English"": ""Yes and the family too.""}"
hau_conversation_1980_01-74,HAU,Wàllaahìǃ,,,By God!,,,,,A :,"{""Entry"": ""74"", ""Speaker"": ""A :"", ""Hausa"": ""Wa\u0300llaahi\u0300\u01c3"", ""English"": ""By God!""}"
hau_conversation_1980_01-75,HAU,"Bàllàntanaa maa kai dà kakè nàn niisan duuniyàa, kai kânkù bà à san yàayàa kukè ba.",,,"Much less that you are so far away, they don't know how you are managing.",,,,,T :,"{""Entry"": ""75"", ""Speaker"": ""T :"", ""Hausa"": ""Ba\u0300lla\u0300ntanaa maa kai da\u0300 kake\u0300 na\u0300n niisan duuniya\u0300a, kai ka\u0302nku\u0300 ba\u0300 a\u0300 san ya\u0300aya\u0300a kuke\u0300 ba."", ""English"": ""Much less that you are so far away, they don't know how you are managing.""}"
hau_conversation_1980_01-76,HAU,Wàllaahìǃ,,,By God!,,,,,A :,"{""Entry"": ""76"", ""Speaker"": ""A :"", ""Hausa"": ""Wa\u0300llaahi\u0300\u01c3"", ""English"": ""By God!""}"
hau_conversation_1980_01-77,HAU,"Tun dà kaa ga wàsiiƙàa yànzu, wàsiiƙàr nân dà mukà rubùutaa, sai tà yi maakòo biyu koo ukù maa.",,,"Since you've seen a letter now, that letter we wrote, it will take two or even three weeks.",,,,,T :,"{""Entry"": ""77"", ""Speaker"": ""T :"", ""Hausa"": ""Tun da\u0300 kaa ga wa\u0300sii\u0199a\u0300a ya\u0300nzu, wa\u0300sii\u0199a\u0300r na\u0302n da\u0300 muka\u0300 rubu\u0300utaa, sai ta\u0300 yi maako\u0300o biyu koo uku\u0300 maa."", ""English"": ""Since you've seen a letter now, that letter we wrote, it will take two or even three weeks.""}"
hau_conversation_1980_01-78,HAU,"Tôo, wani lookàciii, maa har bìyar maa yanàa kâiwaa.",,,And sometimes it takes five.,,,,,A :,"{""Entry"": ""78"", ""Speaker"": ""A :"", ""Hausa"": ""To\u0302o, wani looka\u0300ciii, maa har bi\u0300yar maa yana\u0300a ka\u0302iwaa."", ""English"": ""And sometimes it takes five.""}"
hau_conversation_1980_01-79,HAU,Wani lookàcii maa koo kaa rubùutaa bà zaa sù saambuuba.,,,And sometimes they don't even receive your letters.,,,,,T :,"{""Entry"": ""79"", ""Speaker"": ""T :"", ""Hausa"": ""Wani looka\u0300cii maa koo kaa rubu\u0300utaa ba\u0300 zaa su\u0300 saambuuba."", ""English"": ""And sometimes they don't even receive your letters.""}"
hau_conversation_1980_01-80,HAU,Hakà nee.,,,That's true.,,,,,A :,"{""Entry"": ""80"", ""Speaker"": ""A :"", ""Hausa"": ""Haka\u0300 nee."", ""English"": ""That's true.""}"
hau_conversation_1980_01-81,HAU,Wàllaahìǃ,,,By God!,,,,,T :,"{""Entry"": ""81"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi\u0300\u01c3"", ""English"": ""By God!""}"
hau_conversation_1980_01-82,HAU,Bâa shakkàa.,,,For sure.,,,,,A :,"{""Entry"": ""82"", ""Speaker"": ""A :"", ""Hausa"": ""Ba\u0302a shakka\u0300a."", ""English"": ""For sure.""}"
hau_conversation_1980_01-83,HAU,"Kaa san shii sha'ànîn can wuràaren naamù, wani lookàcii sha'àninsà, àl'amàrîn nan naasà yanàa dà wàhalàa.",,,"You know the state of things over there at home, it's sometimes difficult.",,,,,T :,"{""Entry"": ""83"", ""Speaker"": ""T :"", ""Hausa"": ""Kaa san shii sha'a\u0300ni\u0302n can wura\u0300aren naamu\u0300, wani looka\u0300cii sha'a\u0300ninsa\u0300, a\u0300l'ama\u0300ri\u0302n nan naasa\u0300 yana\u0300a da\u0300 wa\u0300hala\u0300a."", ""English"": ""You know the state of things over there at home, it's sometimes difficult.""}"
hau_conversation_1980_01-84,HAU,"Kaa san kuma bâa àbù mài baa dà haushii dà kuma cîn mutuncìn kàman kà ɗàuki biiròo fa, Maalàm Tìjjaani, kà ajìyee ta kà rubùutaa kà yi, doolè kanàa tsàmmaanìi nân dà kwana goomà shàa huɗu koo bìyar taaisa har an yi reply an aikàa makà.",,,"You know there's nothing more annoying or humiliating than to write a letter, Mr. Tijjani, and you think it will reach home in a couple of weeks and you'll receive a reply.",,,,,A :,"{""Entry"": ""84"", ""Speaker"": ""A :"", ""Hausa"": ""Kaa san kuma ba\u0302a a\u0300bu\u0300 ma\u0300i baa da\u0300 haushii da\u0300 kuma ci\u0302n mutunci\u0300n ka\u0300man ka\u0300 \u0257a\u0300uki biiro\u0300o fa, Maala\u0300m Ti\u0300jjaani, ka\u0300 aji\u0300yee ta ka\u0300 rubu\u0300utaa ka\u0300 yi, doole\u0300 kana\u0300a tsa\u0300mmaani\u0300i na\u0302n da\u0300 kwana gooma\u0300 sha\u0300a hu\u0257u koo bi\u0300yar taaisa har an yi reply an aika\u0300a maka\u0300."", ""English"": ""You know there's nothing more annoying or humiliating than to write a letter, Mr. Tijjani, and you think it will reach home in a couple of weeks and you'll receive a reply.""}"
hau_conversation_1980_01-85,HAU,Hakà nee.,,,That's true.,,,,,T :,"{""Entry"": ""85"", ""Speaker"": ""T :"", ""Hausa"": ""Haka\u0300 nee."", ""English"": ""That's true.""}"
hau_conversation_1980_01-86,HAU,Àmmaa ìnaa?  Kaa zaunàa kanàa zuurà idòo.,,,But no such luck.  You just sit and wait.,,,,,A :,"{""Entry"": ""86"", ""Speaker"": ""A :"", ""Hausa"": ""A\u0300mmaa i\u0300naa?  Kaa zauna\u0300a kana\u0300a zuura\u0300 ido\u0300o."", ""English"": ""But no such luck.  You just sit and wait.""}"
hau_conversation_1980_01-87,HAU,Wàllaahìǃ,,,By God!,,,,,T :,"{""Entry"": ""87"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi\u0300\u01c3"", ""English"": ""By God!""}"
hau_conversation_1980_01-88,HAU,Kuma bâa àbîn dà zaa kà ganii.,,,And you won't see a thing.,,,,,A :,"{""Entry"": ""88"", ""Speaker"": ""A :"", ""Hausa"": ""Kuma ba\u0302a a\u0300bi\u0302n da\u0300 zaa ka\u0300 ganii."", ""English"": ""And you won't see a thing.""}"
hau_conversation_1980_01-89,HAU,"Saa'ìlîn maa kanàa rubùutâawaa maa koo, kanàa rubùutâawaa maa kanàa ganii wàatàu kàman suu can gidaa suu nèe sukèe karàntâawaa…",,,And sometimes you write thinking that the folks back home will be reading it…,,,,,T :,"{""Entry"": ""89"", ""Speaker"": ""T :"", ""Hausa"": ""Saa'i\u0300li\u0302n maa kana\u0300a rubu\u0300uta\u0302awaa maa koo, kana\u0300a rubu\u0300uta\u0302awaa maa kana\u0300a ganii wa\u0300ata\u0300u ka\u0300man suu can gidaa suu ne\u0300e suke\u0300e kara\u0300nta\u0302awaa\u2026"", ""English"": ""And sometimes you write thinking that the folks back home will be reading it\u2026""}"
hau_conversation_1980_01-90,HAU,Shii nèe.,,,Exactly.,,,,,A :,"{""Entry"": ""90"", ""Speaker"": ""A :"", ""Hausa"": ""Shii ne\u0300e."", ""English"": ""Exactly.""}"
hau_conversation_1980_01-91,HAU,…sunàa fàahintàn àbìn dà kakèe nufìi.,,,And they know what's going on.,,,,,T :,"{""Entry"": ""91"", ""Speaker"": ""T :"", ""Hausa"": ""\u2026suna\u0300a fa\u0300ahinta\u0300n a\u0300bi\u0300n da\u0300 kake\u0300e nufi\u0300i."", ""English"": ""And they know what's going on.""}"
hau_conversation_1980_01-92,HAU,Bâa shakkàa.,,,Exactly.,,,,,A :,"{""Entry"": ""92"", ""Speaker"": ""A :"", ""Hausa"": ""Ba\u0302a shakka\u0300a."", ""English"": ""Exactly.""}"
hau_conversation_1980_01-93,HAU,"Don hakà sai kà ga wàatàu kanàa jiràn amsàa.  Raanân maa dà ka yi, wàatàu raanân dà ka aikà dà wàsiiƙàrkà, rân nan zaa kà riƙà tùnàanii yàushè zaa kà sàami amsàa.",,,And so you wait for an answer.  Even the very day you sent the letter you start thinking about when you'll get a reply.,,,,,T :,"{""Entry"": ""93"", ""Speaker"": ""T :"", ""Hausa"": ""Don haka\u0300 sai ka\u0300 ga wa\u0300ata\u0300u kana\u0300a jira\u0300n amsa\u0300a.  Raana\u0302n maa da\u0300 ka yi, wa\u0300ata\u0300u raana\u0302n da\u0300 ka aika\u0300 da\u0300 wa\u0300sii\u0199a\u0300rka\u0300, ra\u0302n nan zaa ka\u0300 ri\u0199a\u0300 tu\u0300na\u0300anii ya\u0300ushe\u0300 zaa ka\u0300 sa\u0300ami amsa\u0300a."", ""English"": ""And so you wait for an answer.  Even the very day you sent the letter you start thinking about when you'll get a reply.""}"
hau_conversation_1980_01-94,HAU,Bâa shakkàa.,,,For sure.,,,,,A :,"{""Entry"": ""94"", ""Speaker"": ""A :"", ""Hausa"": ""Ba\u0302a shakka\u0300a."", ""English"": ""For sure.""}"
hau_conversation_1980_01-95,HAU,Wàllaahìǃ,,,By God!,,,,,T :,"{""Entry"": ""95"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi\u0300\u01c3"", ""English"": ""By God!""}"
hau_conversation_1980_01-96,HAU,"Yàayàa aayàn sallàa, laafiyàa lau?",,,Are the prayers going well?,,,,,A :,"{""Entry"": ""96"", ""Speaker"": ""A :"", ""Hausa"": ""Ya\u0300aya\u0300a aaya\u0300n salla\u0300a, laafiya\u0300a lau?"", ""English"": ""Are the prayers going well?""}"
hau_conversation_1980_01-97,HAU,"Laafiyàa ƙalau, wàllaahì.",,,"Fine, thank you.",,,,,T :,"{""Entry"": ""97"", ""Speaker"": ""T :"", ""Hausa"": ""Laafiya\u0300a \u0199alau, wa\u0300llaahi\u0300."", ""English"": ""Fine, thank you.""}"
hau_conversation_1980_01-98,HAU,Ai mun goodè Allàh yà nuunàa manà na bana kuma.,,,We thank God.  May God take us safely through the year.,,,,,A :,"{""Entry"": ""98"", ""Speaker"": ""A :"", ""Hausa"": ""Ai mun goode\u0300 Alla\u0300h ya\u0300 nuuna\u0300a mana\u0300 na bana kuma."", ""English"": ""We thank God.  May God take us safely through the year.""}"
hau_conversation_1980_01-99,HAU,Wàllaahìǃ,,,By God!,,,,,T :,"{""Entry"": ""99"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi\u0300\u01c3"", ""English"": ""By God!""}"
hau_conversation_1980_01-100,HAU,Allàh yà maimàitaa manà.,,,May God see us safely through.,,,,,A :,"{""Entry"": ""100"", ""Speaker"": ""A :"", ""Hausa"": ""Alla\u0300h ya\u0300 maima\u0300itaa mana\u0300."", ""English"": ""May God see us safely through.""}"
hau_conversation_1980_01-101,HAU,"Allàh yà sâa wàllaahì, Allàh yà tàimàkee mù.",,,May God help us.,,,,,T :,"{""Entry"": ""101"", ""Speaker"": ""T :"", ""Hausa"": ""Alla\u0300h ya\u0300 sa\u0302a wa\u0300llaahi\u0300, Alla\u0300h ya\u0300 ta\u0300ima\u0300kee mu\u0300."", ""English"": ""May God help us.""}"
hau_conversation_1980_01-102,HAU,Inaa ka je ka yi sallàa nee yâu?,,,Where did you pray today?,,,,,A :,"{""Entry"": ""102"", ""Speaker"": ""A :"", ""Hausa"": ""Inaa ka je ka yi salla\u0300a nee ya\u0302u?"", ""English"": ""Where did you pray today?""}"
hau_conversation_1980_01-103,HAU,"Ai wàllaahì can wani bàbban masallaacii na jee, Laarabaawaa, wàatàu dà muu dà waɗansu Laarabaawaa da yawàa.",,,"I went to a large mosque, we and a number of Arabs.",,,,,T :,"{""Entry"": ""103"", ""Speaker"": ""T :"", ""Hausa"": ""Ai wa\u0300llaahi\u0300 can wani ba\u0300bban masallaacii na jee, Laarabaawaa, wa\u0300ata\u0300u da\u0300 muu da\u0300 wa\u0257ansu Laarabaawaa da yawa\u0300a."", ""English"": ""I went to a large mosque, we and a number of Arabs.""}"
hau_conversation_1980_01-104,HAU,Àllaahù Àkbarǃ,,,God is great!,,,,,A :,"{""Entry"": ""104"", ""Speaker"": ""A :"", ""Hausa"": ""A\u0300llaahu\u0300 A\u0300kbar\u01c3"", ""English"": ""God is great!""}"
hau_conversation_1980_01-105,HAU,Wàllaahìǃ,,,Really!,,,,,T :,"{""Entry"": ""105"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi\u0300\u01c3"", ""English"": ""Really!""}"
hau_conversation_1980_01-106,HAU,Àllaahù Àkbarǃ,,,God is great!,,,,,A :,"{""Entry"": ""106"", ""Speaker"": ""A :"", ""Hausa"": ""A\u0300llaahu\u0300 A\u0300kbar\u01c3"", ""English"": ""God is great!""}"
hau_conversation_1980_01-107,HAU,"Àamin, àbin shà'awàa.",,,"Amen, it was amazing.",,,,,T :,"{""Entry"": ""107"", ""Speaker"": ""T :"", ""Hausa"": ""A\u0300amin, a\u0300bin sha\u0300'awa\u0300a."", ""English"": ""Amen, it was amazing.""}"
hau_conversation_1980_01-108,HAU,Laa'ìllaa.,,,Really?,,,,,A :,"{""Entry"": ""108"", ""Speaker"": ""A :"", ""Hausa"": ""Laa'i\u0300llaa."", ""English"": ""Really?""}"
hau_conversation_1980_01-109,HAU,"Ai, wàllaahì, dà mukà jee anàa sàlaatìi, anàa sàlaatìi, anàa kiràn su nân Ùbangijì.  Wàatàu sai kà ji, kàman inàa wurîn kawài, kàman inàa umraa, kàman dai wàatàu ta bana ɗìn nan dà mukà jee, ta bana dà mukà jee, ta bana dà mukà jee, dà zaa mù jee kai dà kai.",,,"Really, when we arrived they were praying and calling upon God.  It was just like the pilgrimage to Mecca, just like the pilgrimage we both went on this year.",,,,,T :,"{""Entry"": ""109"", ""Speaker"": ""T :"", ""Hausa"": ""Ai, wa\u0300llaahi\u0300, da\u0300 muka\u0300 jee ana\u0300a sa\u0300laati\u0300i, ana\u0300a sa\u0300laati\u0300i, ana\u0300a kira\u0300n su na\u0302n U\u0300bangiji\u0300.  Wa\u0300ata\u0300u sai ka\u0300 ji, ka\u0300man ina\u0300a wuri\u0302n kawa\u0300i, ka\u0300man ina\u0300a umraa, ka\u0300man dai wa\u0300ata\u0300u ta bana \u0257i\u0300n nan da\u0300 muka\u0300 jee, ta bana da\u0300 muka\u0300 jee, ta bana da\u0300 muka\u0300 jee, da\u0300 zaa mu\u0300 jee kai da\u0300 kai."", ""English"": ""Really, when we arrived they were praying and calling upon God.  It was just like the pilgrimage to Mecca, just like the pilgrimage we both went on this year.""}"
hau_conversation_1980_01-110,HAU,Shii nèe.,,,That's so.,,,,,A :,"{""Entry"": ""110"", ""Speaker"": ""A :"", ""Hausa"": ""Shii ne\u0300e."", ""English"": ""That's so.""}"
hau_conversation_1980_01-111,HAU,"Wàllaahi, ai àbîn, àbîn ban shà'awàa.  Wàatàu sai maa sai kà ji wàatàu àbîn, wàatàu, yaa taɓàa makà zuucìyakkà.",,,Really it was amazing.  You would also feel how it affected you.,,,,,T :,"{""Entry"": ""111"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi, ai a\u0300bi\u0302n, a\u0300bi\u0302n ban sha\u0300'awa\u0300a.  Wa\u0300ata\u0300u sai maa sai ka\u0300 ji wa\u0300ata\u0300u a\u0300bi\u0302n, wa\u0300ata\u0300u, yaa ta\u0253a\u0300a maka\u0300 zuuci\u0300yakka\u0300."", ""English"": ""Really it was amazing.  You would also feel how it affected you.""}"
hau_conversation_1980_01-112,HAU,Sai maa yà yi makà hakà.,,,Yes it would do that to you.,,,,,A :,"{""Entry"": ""112"", ""Speaker"": ""A :"", ""Hausa"": ""Sai maa ya\u0300 yi maka\u0300 haka\u0300."", ""English"": ""Yes it would do that to you.""}"
hau_conversation_1980_01-113,HAU,"Wàllaahì, kàman ka koomàa kawài.  Allàh yà nuunàa manà mài kyâu kawài, Allàh kuma yà kyautàtà farkonmù.",,,It was just as if you'd gone to Mecca.  May God give us grace.,,,,,T :,"{""Entry"": ""113"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi\u0300, ka\u0300man ka kooma\u0300a kawa\u0300i.  Alla\u0300h ya\u0300 nuuna\u0300a mana\u0300 ma\u0300i kya\u0302u kawa\u0300i, Alla\u0300h kuma ya\u0300 kyauta\u0300ta\u0300 farkonmu\u0300."", ""English"": ""It was just as if you'd gone to Mecca.  May God give us grace.""}"
hau_conversation_1980_01-114,HAU,Àamin.,,,Amen.,,,,,A :,"{""Entry"": ""114"", ""Speaker"": ""A :"", ""Hausa"": ""A\u0300amin."", ""English"": ""Amen.""}"
hau_conversation_1980_01-115,HAU,Wàllaahì kùwaǃ,,,By God!,,,,,T :,"{""Entry"": ""115"", ""Speaker"": ""T :"", ""Hausa"": ""Wa\u0300llaahi\u0300 ku\u0300wa\u01c3"", ""English"": ""By God!""}"
hau_conversation_1980_01-116,HAU,"Tôo, yàayàa Àbdùrràzâk?",,,"Fine, how is Abdurrazak?",,,,,A :,"{""Entry"": ""116"", ""Speaker"": ""A :"", ""Hausa"": ""To\u0302o, ya\u0300aya\u0300a A\u0300bdu\u0300rra\u0300za\u0302k?"", ""English"": ""Fine, how is Abdurrazak?""}"
hau_conversation_1980_01-117,HAU,"Àbdùrràzâk dai, nii, àbîn, gàa shi gàa shi wàatàu wasu abuubuwàa nan koo daidai yakèe fàaruwaa?  Nii bàn gaanèe ba.",,,"As for Abdurrazak, well are things going well for him.  I don't understand him.",,,,,T :,"{""Entry"": ""117"", ""Speaker"": ""T :"", ""Hausa"": ""A\u0300bdu\u0300rra\u0300za\u0302k dai, nii, a\u0300bi\u0302n, ga\u0300a shi ga\u0300a shi wa\u0300ata\u0300u wasu abuubuwa\u0300a nan koo daidai yake\u0300e fa\u0300aruwaa?  Nii ba\u0300n gaane\u0300e ba."", ""English"": ""As for Abdurrazak, well are things going well for him.  I don't understand him.""}"
hau_conversation_1980_01-118,HAU,"Àmmaa kaa san Àbdùrràzâk, naa gaỳaa mashì na cèe zaa mù zoo nân, Àbdùrràzâk ya cèe minì, ""Ii, in Allàh ya yàrda,"" zài iyàa, zài gwadàa yà zoo.  Àmmaa Àbdùrràzâk, àbîn dà ya yi minì nii bàn yi zàtoo zâ yi minì ba, naa yi mun taashì mun jee zaa mù ɗàuki Àbdùrràzâki, Àbdùrràzâk sai ya cèe wai shii yanàa kaɗà jìtaa.",,,"But you know Abdurrazak, I told him we would be coming here, and he said to me, ""God willing"", he would be able to come.  But Abdurrazak, I didn't think he would do that to me, we went to pick up Abdurrazak and he said he was playing his guitar.",,,,,A :,"{""Entry"": ""118"", ""Speaker"": ""A :"", ""Hausa"": ""A\u0300mmaa kaa san A\u0300bdu\u0300rra\u0300za\u0302k, naa gay\u0300aa mashi\u0300 na ce\u0300e zaa mu\u0300 zoo na\u0302n, A\u0300bdu\u0300rra\u0300za\u0302k ya ce\u0300e mini\u0300, \""Ii, in Alla\u0300h ya ya\u0300rda,\"" za\u0300i iya\u0300a, za\u0300i gwada\u0300a ya\u0300 zoo.  A\u0300mmaa A\u0300bdu\u0300rra\u0300za\u0302k, a\u0300bi\u0302n da\u0300 ya yi mini\u0300 nii ba\u0300n yi za\u0300too za\u0302 yi mini\u0300 ba, naa yi mun taashi\u0300 mun jee zaa mu\u0300 \u0257a\u0300uki A\u0300bdu\u0300rra\u0300za\u0302ki, A\u0300bdu\u0300rra\u0300za\u0302k sai ya ce\u0300e wai shii yana\u0300a ka\u0257a\u0300 ji\u0300taa."", ""English"": ""But you know Abdurrazak, I told him we would be coming here, and he said to me, \""God willing\"", he would be able to come.  But Abdurrazak, I didn't think he would do that to me, we went to pick up Abdurrazak and he said he was playing his guitar.""}"
hau_conversation_1980_01-119,HAU,"Tôo, kaa ga kai, nan kusa maa dà kai, mooloo maa yakèe kaɗàawaa.",,,Well you know he plays the guitar close by.,,,,,T :,"{""Entry"": ""119"", ""Speaker"": ""T :"", ""Hausa"": ""To\u0302o, kaa ga kai, nan kusa maa da\u0300 kai, mooloo maa yake\u0300e ka\u0257a\u0300awaa."", ""English"": ""Well you know he plays the guitar close by.""}"
hau_conversation_1980_01-120,HAU,Mooloo yakèe kaɗàawaa?,,,He plays the guitar?,,,,,A :,"{""Entry"": ""120"", ""Speaker"": ""A :"", ""Hausa"": ""Mooloo yake\u0300e ka\u0257a\u0300awaa?"", ""English"": ""He plays the guitar?""}"
hau_conversation_1980_01-121,HAU,"Mooloo nèe mukà jee mukà sàamee shì yanàa kaɗàawaa.  Kaa san nii dâa maa mun rigaa mun yi dà shii cêewaa lallee, lallee, lallee cêewaa kadà yà yàrda mù saaɓà àlkawàrinmù dà mukà yi wà waɗànnân mutàanee.",,,We went and found him playing his guitar.  You know that we agreed all along that we shouldn't break the promise that we had made to these people.,,,,,T :,"{""Entry"": ""121"", ""Speaker"": ""T :"", ""Hausa"": ""Mooloo ne\u0300e muka\u0300 jee muka\u0300 sa\u0300amee shi\u0300 yana\u0300a ka\u0257a\u0300awaa.  Kaa san nii da\u0302a maa mun rigaa mun yi da\u0300 shii ce\u0302ewaa lallee, lallee, lallee ce\u0302ewaa kada\u0300 ya\u0300 ya\u0300rda mu\u0300 saa\u0253a\u0300 a\u0300lkawa\u0300rinmu\u0300 da\u0300 muka\u0300 yi wa\u0300 wa\u0257a\u0300nna\u0302n muta\u0300anee."", ""English"": ""We went and found him playing his guitar.  You know that we agreed all along that we shouldn't break the promise that we had made to these people.""}"
hau_conversation_1980_01-122,HAU,Don kwàanàkin baayaa mun saaɓàa musù.,,,Because we did break our last promise to them.,,,,,A :,"{""Entry"": ""122"", ""Speaker"": ""A :"", ""Hausa"": ""Don kwa\u0300ana\u0300kin baayaa mun saa\u0253a\u0300a musu\u0300."", ""English"": ""Because we did break our last promise to them.""}"
hau_conversation_1980_01-123,HAU,"Tôo, don mun saɓàa musù, koo bàa haka bà?",,,"Quite, because we broke that promise, didn't we?",,,,,T :,"{""Entry"": ""123"", ""Speaker"": ""T :"", ""Hausa"": ""To\u0302o, don mun sa\u0253a\u0300a musu\u0300, koo ba\u0300a haka ba\u0300?"", ""English"": ""Quite, because we broke that promise, didn't we?""}"
hau_conversation_1980_01-124,HAU,Gàskiyaa nèe.,,,"True,",,,,,A :,"{""Entry"": ""124"", ""Speaker"": ""A :"", ""Hausa"": ""Ga\u0300skiyaa ne\u0300e."", ""English"": ""True,""}"
